episode,phase,step0_tool,reward,success,top_patterns
645,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
646,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.072|textblob.TextBlob:0.072|textblob.TextBlob:0.072
647,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.072|textblob.TextBlob:0.072
648,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.072
649,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.075|textblob.TextBlob:0.068
650,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.076|textblob.TextBlob:0.076
651,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.099|textblob.TextBlob:0.082|textblob.TextBlob:0.080
652,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.099|textblob.TextBlob:0.082
653,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.098|textblob.TextBlob:0.090|textblob.TextBlob:0.082
654,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.098|textblob.TextBlob:0.090
655,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.098
656,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
657,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.078|textblob.TextBlob:0.078
658,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.083|textblob.TextBlob:0.078
659,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.079|textblob.TextBlob:0.077
660,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.083|textblob.TextBlob:0.080
661,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.101|textblob.TextBlob:0.092|textblob.TextBlob:0.090
662,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.101|textblob.TextBlob:0.100|textblob.TextBlob:0.092
663,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.101|textblob.TextBlob:0.100|textblob.TextBlob:0.100
664,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.086|textblob.TextBlob:0.085
665,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.093|textblob.TextBlob:0.086
666,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.090|textblob.TextBlob:0.088
667,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.090
668,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.094|textblob.TextBlob:0.093|textblob.TextBlob:0.089
669,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.094|textblob.TextBlob:0.093
670,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.094
671,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.087|textblob.TextBlob:0.085
672,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.089|textblob.TextBlob:0.087
673,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.096|textblob.TextBlob:0.087|textblob.TextBlob:0.087
674,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.114|textblob.TextBlob:0.103|textblob.TextBlob:0.098
675,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.114|textblob.TextBlob:0.103|textblob.TextBlob:0.100
676,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.111|textblob.TextBlob:0.108|textblob.TextBlob:0.103
677,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.111|textblob.TextBlob:0.108|textblob.TextBlob:0.103
678,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.115|textblob.TextBlob:0.109|textblob.TextBlob:0.108
679,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.135|textblob.TextBlob:0.127|textblob.TextBlob:0.113
680,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.135|textblob.TextBlob:0.127|textblob.TextBlob:0.113
681,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.141|textblob.TextBlob:0.131|textblob.TextBlob:0.106
682,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.141|textblob.TextBlob:0.131|textblob.TextBlob:0.106
683,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.147|textblob.TextBlob:0.131|textblob.TextBlob:0.100
684,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.147|textblob.TextBlob:0.131|textblob.TextBlob:0.100
685,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.147|textblob.TextBlob:0.128|textblob.TextBlob:0.095
686,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.147|textblob.TextBlob:0.128|textblob.TextBlob:0.100
687,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.134|textblob.TextBlob:0.122|textblob.TextBlob:0.100
688,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.134|textblob.TextBlob:0.122|textblob.TextBlob:0.100
689,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.120|textblob.TextBlob:0.108|textblob.TextBlob:0.103
690,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.120|textblob.TextBlob:0.108|textblob.TextBlob:0.103
691,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.112|textblob.TextBlob:0.102|textblob.TextBlob:0.101
692,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.102|textblob.TextBlob:0.101
693,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.112|textblob.TextBlob:0.102|textblob.TextBlob:0.101
694,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.106|textblob.TextBlob:0.094|textblob.TextBlob:0.088
695,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.106|textblob.TextBlob:0.100|textblob.TextBlob:0.094
696,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.106|textblob.TextBlob:0.100|textblob.TextBlob:0.100
697,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.096|textblob.TextBlob:0.095|textblob.TextBlob:0.082
698,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.111|textblob.TextBlob:0.101|textblob.TextBlob:0.094
699,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.111|textblob.TextBlob:0.101|textblob.TextBlob:0.100
700,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.109|textblob.TextBlob:0.098|textblob.TextBlob:0.095
701,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.117|textblob.TextBlob:0.109|textblob.TextBlob:0.103
702,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.120|textblob.TextBlob:0.119|textblob.TextBlob:0.108
703,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.125|textblob.TextBlob:0.119|textblob.TextBlob:0.111
704,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.119|textblob.TextBlob:0.111
705,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.119|textblob.TextBlob:0.111
706,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.106|textblob.TextBlob:0.096|textblob.TextBlob:0.095
707,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.106|textblob.TextBlob:0.100|textblob.TextBlob:0.096
708,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.106|textblob.TextBlob:0.100|textblob.TextBlob:0.100
709,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.090|textblob.TextBlob:0.089
710,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.092|textblob.TextBlob:0.090
711,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.092
712,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.089|textblob.TextBlob:0.088
713,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.092|textblob.TextBlob:0.089
714,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.092
715,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
716,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
717,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
718,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
719,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.066|textblob.TextBlob:0.064|textblob.TextBlob:0.064
720,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.066|textblob.TextBlob:0.064
721,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.066
722,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.083|textblob.TextBlob:0.059
723,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.091|textblob.TextBlob:0.091|textblob.TextBlob:0.067
724,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.103|textblob.TextBlob:0.100|textblob.TextBlob:0.077
725,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.103|textblob.TextBlob:0.100|textblob.TextBlob:0.100
726,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.111|textblob.TextBlob:0.097|textblob.TextBlob:0.085
727,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.126|textblob.TextBlob:0.098|textblob.TextBlob:0.097
728,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.126|textblob.TextBlob:0.100|textblob.TextBlob:0.098
729,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.126|textblob.TextBlob:0.100|textblob.TextBlob:0.100
730,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.126|textblob.TextBlob:0.100|textblob.TextBlob:0.100
731,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.126|textblob.TextBlob:0.100|textblob.TextBlob:0.100
732,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.126|textblob.TextBlob:0.100|textblob.TextBlob:0.100
733,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.095|textblob.TextBlob:0.077|textblob.TextBlob:0.067
734,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.101|textblob.TextBlob:0.087|textblob.TextBlob:0.074
735,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.101|textblob.TextBlob:0.100|textblob.TextBlob:0.087
736,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.096|textblob.TextBlob:0.090|textblob.TextBlob:0.087
737,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.103|textblob.TextBlob:0.097|textblob.TextBlob:0.089
738,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.103|textblob.TextBlob:0.100|textblob.TextBlob:0.097
739,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.108|textblob.TextBlob:0.088|textblob.TextBlob:0.087
740,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.108|textblob.TextBlob:0.100|textblob.TextBlob:0.088
741,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.103|textblob.TextBlob:0.092|textblob.TextBlob:0.085
742,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.095|textblob.TextBlob:0.094
743,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.107|textblob.TextBlob:0.098|textblob.TextBlob:0.096
744,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.098
745,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.100
746,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.097|textblob.TextBlob:0.087|textblob.TextBlob:0.086
747,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.097|textblob.TextBlob:0.087
748,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.095|textblob.TextBlob:0.092|textblob.TextBlob:0.087
749,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.108|textblob.TextBlob:0.099|textblob.TextBlob:0.090
750,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.108|textblob.TextBlob:0.100|textblob.TextBlob:0.099
751,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.110|textblob.TextBlob:0.096|textblob.TextBlob:0.095
752,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.110|textblob.TextBlob:0.100|textblob.TextBlob:0.096
753,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.104|textblob.TextBlob:0.093
754,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.104|textblob.TextBlob:0.100
755,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.104|textblob.TextBlob:0.100
756,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.104|textblob.TextBlob:0.100
757,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.104|textblob.TextBlob:0.100
758,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.104|textblob.TextBlob:0.100
759,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.070|textblob.TextBlob:0.070
760,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.087|textblob.TextBlob:0.070
761,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.087
762,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.085|textblob.TextBlob:0.081
763,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.085|textblob.TextBlob:0.085
764,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.083|textblob.TextBlob:0.076
765,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.089|textblob.TextBlob:0.083
766,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.089
767,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.079|textblob.TextBlob:0.078
768,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.084|textblob.TextBlob:0.079
769,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.089|textblob.TextBlob:0.084
770,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.089
771,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.084|textblob.TextBlob:0.079|textblob.TextBlob:0.079
772,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.094|textblob.TextBlob:0.084|textblob.TextBlob:0.079
773,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.094|textblob.TextBlob:0.084
774,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.094
775,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.093|textblob.TextBlob:0.083|textblob.TextBlob:0.081
776,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.107|textblob.TextBlob:0.093|textblob.TextBlob:0.087
777,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.107|textblob.TextBlob:0.100|textblob.TextBlob:0.093
778,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.110|textblob.TextBlob:0.092|textblob.TextBlob:0.089
779,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.110|textblob.TextBlob:0.100|textblob.TextBlob:0.092
780,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.110|textblob.TextBlob:0.100|textblob.TextBlob:0.100
781,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.110|textblob.TextBlob:0.100|textblob.TextBlob:0.100
782,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.110|textblob.TextBlob:0.100|textblob.TextBlob:0.100
783,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.110|textblob.TextBlob:0.100|textblob.TextBlob:0.100
784,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.079|textblob.TextBlob:0.069|textblob.TextBlob:0.068
785,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.079|textblob.TextBlob:0.078|textblob.TextBlob:0.076
786,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.089|textblob.TextBlob:0.089|textblob.TextBlob:0.079
787,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.089|textblob.TextBlob:0.089
788,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.089
789,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.084|textblob.TextBlob:0.084|textblob.TextBlob:0.083
790,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.091|textblob.TextBlob:0.091
791,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.092|textblob.TextBlob:0.091
792,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.092
793,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
794,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
795,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.073|textblob.TextBlob:0.072|textblob.TextBlob:0.072
796,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.073|textblob.TextBlob:0.072
797,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.073
798,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
799,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.078|textblob.TextBlob:0.078|textblob.TextBlob:0.072
800,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.082|textblob.TextBlob:0.073
801,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.085|textblob.TextBlob:0.078
802,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.113|textblob.TextBlob:0.085|textblob.TextBlob:0.083
803,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.113|textblob.TextBlob:0.100|textblob.TextBlob:0.085
804,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.113|textblob.TextBlob:0.100|textblob.TextBlob:0.100
805,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.101|textblob.TextBlob:0.083|textblob.TextBlob:0.083
806,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.093|textblob.TextBlob:0.085
807,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.105|textblob.TextBlob:0.100|textblob.TextBlob:0.093
808,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.099|textblob.TextBlob:0.097|textblob.TextBlob:0.091
809,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.099|textblob.TextBlob:0.097
810,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.099
811,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
812,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.080|textblob.TextBlob:0.079
813,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.080
814,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.090
815,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
816,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.080|textblob.TextBlob:0.079|textblob.TextBlob:0.076
817,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.080|textblob.TextBlob:0.079
818,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.080
819,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.083|textblob.TextBlob:0.082|textblob.TextBlob:0.076
820,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.083|textblob.TextBlob:0.082
821,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.083
822,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
823,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.077|textblob.TextBlob:0.076|textblob.TextBlob:0.073
824,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.080|textblob.TextBlob:0.078|textblob.TextBlob:0.077
825,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.080|textblob.TextBlob:0.078
826,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.080
827,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
828,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
829,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.071|textblob.TextBlob:0.071|textblob.TextBlob:0.071
830,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.077|textblob.TextBlob:0.077|textblob.TextBlob:0.073
831,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.087|textblob.TextBlob:0.081|textblob.TextBlob:0.076
832,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.087|textblob.TextBlob:0.081
833,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.082|textblob.TextBlob:0.079
834,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.090|textblob.TextBlob:0.082
835,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.090
836,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.086|textblob.TextBlob:0.081|textblob.TextBlob:0.078
837,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.086|textblob.TextBlob:0.081
838,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.086
839,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
840,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.077|textblob.TextBlob:0.076|textblob.TextBlob:0.075
841,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.085|textblob.TextBlob:0.081|textblob.TextBlob:0.078
842,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.085|textblob.TextBlob:0.081
843,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.092|textblob.TextBlob:0.081|textblob.TextBlob:0.076
844,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.105|textblob.TextBlob:0.083|textblob.TextBlob:0.079
845,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.122|textblob.TextBlob:0.082|textblob.TextBlob:0.081
846,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.122|textblob.TextBlob:0.100|textblob.TextBlob:0.082
847,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.124|textblob.TextBlob:0.086|textblob.TextBlob:0.077
848,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.124|textblob.TextBlob:0.100|textblob.TextBlob:0.086
849,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.124|textblob.TextBlob:0.100|textblob.TextBlob:0.100
850,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.124|textblob.TextBlob:0.100|textblob.TextBlob:0.100
851,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.124|textblob.TextBlob:0.100|textblob.TextBlob:0.100
852,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.095|textblob.TextBlob:0.074|textblob.TextBlob:0.074
853,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.098|textblob.TextBlob:0.083|textblob.TextBlob:0.078
854,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.100|textblob.TextBlob:0.096|textblob.TextBlob:0.085
855,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.096
856,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.102|textblob.TextBlob:0.093|textblob.TextBlob:0.091
857,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.113|textblob.TextBlob:0.103|textblob.TextBlob:0.094
858,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.121|textblob.TextBlob:0.119|textblob.TextBlob:0.101
859,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.121|textblob.TextBlob:0.119|textblob.TextBlob:0.101
860,Linguistic Analysis,standard,-1.0,0,textblob.TextBlob:0.125|textblob.TextBlob:0.108|textblob.TextBlob:0.096
861,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.108|textblob.TextBlob:0.100
862,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.108|textblob.TextBlob:0.100
863,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.108|textblob.TextBlob:0.100
864,Linguistic Analysis,standard,1.0,1,textblob.TextBlob:0.125|textblob.TextBlob:0.108|textblob.TextBlob:0.100
